Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201297BD00501,266630,663910,-4.13192,55.849937,97,2,1,1,08-Jan-12,1,20:47:00,926,S12000043,3,89,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,
201297BD00506,267710,667330,-4.116352,55.880942,97,3,1,1,14-Jun-12,5,14:53:00,926,S12000043,4,806,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201297BD00509,264680,661950,-4.162066,55.831795,97,3,2,1,06-Sep-12,5,13:55:00,926,S12000043,3,763,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD00511,263740,664260,-4.178222,55.852271,97,2,2,3,08-Nov-12,5,10:00:00,926,S12000043,3,89,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD00603,265100,664530,-4.156649,55.855078,97,2,1,1,06-Mar-12,3,10:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD00604,266590,663940,-4.132573,55.850195,97,3,2,1,12-Apr-12,5,08:25:00,926,S12000043,3,721,3,30,6,2,4,7058,0,4,1,2,2,0,0,1,2,
201297BD00605,269140,664230,-4.092012,55.853498,97,3,2,2,12-May-12,7,16:00:00,926,S12000043,3,8,1,30,1,4,3,8,0,0,1,1,1,0,0,2,2,
201297BD00606,264850,663720,-4.160236,55.847735,97,3,2,1,17-Jun-12,1,12:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD00611,268080,664250,-4.108942,55.853389,97,3,4,1,12-Nov-12,2,16:10:00,926,S12000043,3,8,3,30,7,4,6,0,0,4,4,1,2,0,0,1,1,
201297BD00612,263240,664300,-4.186223,55.852489,97,3,2,3,07-Dec-12,6,13:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BD00701,267890,663910,-4.111809,55.850284,97,3,2,1,06-Jan-12,6,19:00:00,926,S12000043,6,0,6,30,9,4,6,0,0,4,4,1,1,0,0,1,2,
201297BD00702,267550,664170,-4.117363,55.852525,97,3,1,1,12-Feb-12,1,11:00:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BD00703,262840,664000,-4.192455,55.849682,97,3,1,1,09-Mar-12,6,09:30:00,926,S12000043,4,765,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD00705,264170,663250,-4.170853,55.843324,97,3,2,1,13-May-12,1,21:00:00,926,S12000043,3,721,6,30,6,4,6,0,0,0,4,5,2,0,0,1,1,
201297BD00707,269150,664230,-4.091852,55.853501,97,3,2,1,10-Jul-12,3,18:00:00,926,S12000043,3,8,3,50,1,4,1,73,0,0,1,5,2,0,0,2,1,
201297BD00709,265280,662810,-4.152921,55.839685,97,3,2,1,04-Sep-12,3,13:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD00802,265070,662890,-4.156312,55.840345,97,3,1,1,12-Feb-12,1,22:45:00,926,S12000043,3,721,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297BD00803,263720,664390,-4.178606,55.853433,97,3,2,1,10-Mar-12,7,23:55:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297BD00807,264830,663510,-4.16045,55.845844,97,3,1,1,11-Jul-12,4,00:40:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,4,2,2,0,0,1,1,
201297BD00810,263130,664590,-4.188125,55.855061,97,3,1,1,11-Oct-12,5,21:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,6,2,2,0,0,1,1,
201297BD00812,269170,664060,-4.091451,55.85198,97,3,2,1,09-Dec-12,1,13:40:00,926,S12000043,1,73,1,70,1,4,3,8,0,0,1,1,1,0,0,2,2,
201297BD00908,264370,662560,-4.167316,55.837185,97,3,1,1,14-Aug-12,3,08:20:00,926,S12000043,3,74,3,40,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BD01003,262540,664430,-4.197461,55.853457,97,3,1,1,06-Mar-12,3,14:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BD01005,265380,664660,-4.152243,55.856324,97,2,3,4,14-May-12,2,15:10:00,926,S12000043,6,0,3,30,3,4,6,0,0,0,1,1,2,0,0,1,1,
201297BD01009,269360,664050,-4.088414,55.851941,97,3,2,2,08-Sep-12,7,12:30:00,926,S12000043,3,8,1,30,1,4,1,73,0,0,1,1,1,0,0,2,1,
201297BD01010,262580,664200,-4.196706,55.851403,97,3,1,1,13-Oct-12,7,20:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297BD01011,263880,663220,-4.175465,55.842973,97,3,3,1,17-Nov-12,7,17:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297BD01101,262570,664580,-4.197059,55.854812,97,3,1,1,14-Jan-12,7,14:45:00,926,S12000043,3,83,3,30,3,2,6,0,0,4,1,1,1,0,0,1,1,
201297BD01105,265090,664060,-4.156574,55.850855,97,2,1,1,17-May-12,5,08:30:00,926,S12000043,3,89,6,30,3,4,6,0,0,4,1,2,2,0,0,1,1,
201297BD01106,264690,664260,-4.163058,55.852539,97,3,2,2,23-Jun-12,7,11:45:00,926,S12000043,6,0,6,30,3,2,6,0,0,5,1,2,2,0,0,1,1,
201297BD01201,262580,664390,-4.196803,55.853109,97,3,1,1,14-Jan-12,7,17:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297BD01207,267520,663630,-4.117578,55.847668,97,3,1,1,16-Jul-12,2,00:35:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297BD01209,263750,664260,-4.178062,55.852274,97,2,1,1,16-Sep-12,1,03:10:00,926,S12000043,3,89,6,30,3,4,6,0,0,4,4,2,2,0,0,1,1,
201297BD01210,263480,663470,-4.181974,55.845105,97,3,1,1,14-Oct-12,1,12:47:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,4,0,1,1,
201297BD01301,265250,664020,-4.154001,55.850541,97,3,1,1,17-Jan-12,3,18:10:00,926,S12000043,3,89,3,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297BD01304,263090,664390,-4.188662,55.853254,97,3,2,3,19-Apr-12,5,13:10:00,926,S12000043,3,89,6,30,3,2,6,0,0,0,1,1,1,0,0,1,1,
201297BD01308,262960,664260,-4.190672,55.85205,97,3,1,1,21-Aug-12,3,22:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297BD01309,262560,664400,-4.197127,55.853193,97,3,2,1,17-Sep-12,2,17:25:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD01311,266550,664440,-4.133458,55.854674,97,3,1,1,20-Nov-12,3,19:00:00,926,S12000043,6,0,6,30,3,3,6,0,0,0,4,2,2,0,0,1,1,
201297BD01403,264540,664160,-4.165403,55.851599,97,3,2,1,18-Mar-12,1,19:55:00,926,S12000043,3,89,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,
201297BD01406,262640,664120,-4.195708,55.850702,97,3,2,1,13-Jun-12,4,16:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,1,1,0,1,1,
201297BD01410,265050,663730,-4.157049,55.847881,97,2,1,1,23-Oct-12,3,13:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD01411,263700,664280,-4.17887,55.85244,97,2,3,3,21-Nov-12,4,11:50:00,926,S12000043,3,89,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297BD01506,264470,664290,-4.166585,55.852746,97,3,1,1,29-Jun-12,6,12:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BD01509,268460,664620,-4.103056,55.856815,97,3,2,1,19-Sep-12,4,22:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297BD01511,263750,662770,-4.177314,55.838896,97,3,1,1,24-Nov-12,7,16:45:00,926,S12000043,3,74,3,40,0,-1,-1,0,0,0,4,1,2,0,2,1,1,
201297BD01602,267730,662280,-4.113569,55.835604,97,3,1,1,18-Feb-12,7,12:10:00,926,S12000043,1,74,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD01606,267230,663270,-4.122031,55.844356,97,2,1,1,30-Jun-12,7,20:55:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD01607,264850,664140,-4.160445,55.851506,97,3,2,4,24-Jul-12,3,15:55:00,926,S12000043,3,89,6,30,6,2,4,765,0,5,1,1,1,0,0,1,1,
201297BD01610,264550,663500,-4.164914,55.845676,97,3,2,1,23-Oct-12,3,21:45:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,
201297BD01611,264130,662330,-4.171031,55.835053,97,3,2,1,28-Nov-12,4,14:45:00,926,S12000043,1,74,7,70,1,2,3,74,0,0,1,1,2,0,0,1,1,
201297BD01711,263990,663320,-4.17376,55.843902,97,3,1,2,23-Nov-12,6,17:00:00,926,S12000043,6,0,3,30,3,4,6,0,0,0,4,1,2,0,0,1,1,
201297BD01712,264060,662450,-4.172207,55.83611,97,3,2,1,17-Dec-12,2,17:00:00,926,S12000043,3,724,1,30,1,4,6,0,0,0,4,1,2,0,0,1,1,
201297BD01802,268100,664270,-4.108633,55.853574,97,2,2,1,16-Feb-12,5,18:00:00,926,S12000043,3,8,3,50,3,4,6,0,0,0,4,1,1,0,0,1,2,
201297BD01805,269130,664240,-4.092177,55.853585,97,3,2,2,21-May-12,2,06:45:00,926,S12000043,3,8,1,50,1,4,1,73,0,0,1,1,1,0,0,2,2,
201297BD01808,266430,663000,-4.134664,55.841711,97,3,2,2,27-Aug-12,2,22:50:00,926,S12000043,4,7058,6,40,8,4,6,0,0,0,5,1,2,0,0,1,1,
201297BD01810,268370,664160,-4.104269,55.85266,97,2,4,4,31-Oct-12,4,15:10:00,926,S12000043,3,8,3,70,7,2,6,0,0,5,1,1,2,0,0,1,1,
201297BD01812,266880,663950,-4.12795,55.850365,97,3,2,1,20-Dec-12,5,07:56:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,
201297BD01911,264000,662100,-4.172989,55.832951,97,3,2,1,22-Nov-12,5,06:40:00,926,S12000043,6,0,1,30,1,4,6,0,0,0,4,2,2,0,0,1,2,
201297BD01912,265810,663900,-4.145003,55.84962,97,3,2,1,21-Dec-12,6,12:00:00,926,S12000043,3,89,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD02001,265790,663900,-4.145322,55.849614,97,2,1,1,20-Jan-12,6,00:30:00,926,S12000043,3,89,6,30,8,4,-1,-1,0,0,1,1,1,0,0,1,1,
201297BD02003,267320,664630,-4.12126,55.856592,97,3,2,2,20-Mar-12,3,08:30:00,926,S12000043,3,8,3,40,3,2,4,7058,0,0,1,2,2,0,0,1,1,
201297BD02005,268080,664280,-4.108957,55.853658,97,3,2,1,22-May-12,3,19:35:00,926,S12000043,3,8,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD02007,264150,662540,-4.170817,55.836944,97,3,1,1,27-Jul-12,6,16:20:00,926,S12000043,3,74,7,70,5,2,1,74,0,0,1,1,1,0,0,1,1,
201297BD02008,264870,664280,-4.160195,55.852769,97,3,2,1,31-Aug-12,6,22:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,
201297BD02103,264860,664230,-4.16033,55.852317,97,3,1,1,20-Mar-12,3,13:30:00,926,S12000043,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,2,
201297BD02104,263210,663570,-4.186333,55.845926,97,3,1,1,29-Apr-12,1,05:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD02204,264630,663120,-4.163447,55.842286,97,3,2,2,25-Apr-12,4,14:50:00,926,S12000043,6,0,6,30,2,4,6,0,0,0,1,1,1,0,0,1,2,
201297BD02207,263830,664240,-4.176775,55.852117,97,3,1,1,23-Jul-12,2,17:10:00,926,S12000043,3,89,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,
201297BD02208,264840,663020,-4.160046,55.841447,97,3,2,1,07-Aug-12,3,14:15:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD02307,269360,664050,-4.088414,55.851941,97,3,2,1,31-Jul-12,3,10:25:00,926,S12000043,3,8,3,40,1,4,3,8,0,0,1,1,1,0,0,2,1,
201297BD02312,264180,662560,-4.170348,55.837132,97,2,2,1,27-Dec-12,5,18:15:00,926,S12000043,3,74,3,40,7,2,6,0,0,5,4,2,2,0,0,1,1,
201297BD02402,264350,663190,-4.16795,55.842836,97,3,4,1,25-Feb-12,7,20:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297BD02403,268090,664260,-4.108787,55.853481,97,3,2,2,25-Mar-12,1,07:30:00,926,S12000043,3,8,3,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD02512,265410,666770,-4.152813,55.875277,97,2,2,1,30-Dec-12,1,23:00:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,4,5,2,0,0,1,1,
201297BD02601,264800,662440,-4.160396,55.836229,97,3,2,1,25-Jan-12,4,20:40:00,926,S12000043,3,74,6,30,6,2,4,765,0,4,4,2,2,0,0,1,1,
201297BD02607,264800,662460,-4.160406,55.836408,97,3,3,1,31-Jul-12,3,21:45:00,926,S12000043,4,765,3,30,7,2,3,74,0,5,4,2,2,0,0,1,1,
201297BD02707,264350,664170,-4.16844,55.851635,97,2,1,1,27-Jul-12,6,16:00:00,926,S12000043,3,89,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BD02802,264480,664270,-4.166415,55.85257,97,3,1,1,05-Feb-12,1,01:20:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,4,0,0,1,1,
201297BD02803,264300,664310,-4.169309,55.852878,97,3,3,2,30-Mar-12,6,09:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD03105,269490,664060,-4.086343,55.852066,97,3,4,1,25-May-12,6,14:20:00,926,S12000043,3,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201297BD20102,266780,665630,-4.130371,55.865422,97,3,2,1,03-Feb-12,6,07:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297BD20106,267210,665990,-4.123682,55.868773,97,3,3,1,06-Jun-12,4,12:25:00,926,S12000043,6,0,3,30,9,4,-1,-1,0,0,1,2,1,0,0,1,1,
201297BD20109,266680,664950,-4.131634,55.859289,97,2,1,1,01-Sep-12,7,17:30:00,926,S12000043,3,8,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,
201297BD20111,264660,665340,-4.164076,55.862227,97,2,2,2,02-Nov-12,6,10:30:00,926,S12000043,3,8,3,40,3,4,6,0,0,0,1,1,2,0,0,1,1,
201297BD20112,266480,662810,-4.133773,55.840019,97,3,1,1,04-Dec-12,3,08:55:00,926,S12000043,3,74,6,40,3,4,6,0,0,0,1,1,4,0,0,1,1,
201297BD20201,268140,665230,-4.108461,55.862205,97,3,2,1,01-Jan-12,1,22:00:00,926,S12000043,1,8,7,70,3,4,6,0,0,0,4,1,2,0,0,1,1,
201297BD20206,266620,666800,-4.133502,55.875883,97,3,1,1,07-Jun-12,5,14:30:00,926,S12000043,4,806,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201297BD20209,266760,665770,-4.13076,55.866674,97,3,3,1,02-Sep-12,1,13:35:00,926,S12000043,1,8,3,70,5,2,1,8,0,0,1,1,1,0,0,1,1,
201297BD20302,267120,665910,-4.12508,55.86803,97,3,2,2,03-Feb-12,6,17:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,
201297BD20304,268880,665900,-4.09697,55.868422,97,3,1,2,07-Apr-12,7,19:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD20307,266860,664610,-4.128593,55.856286,97,3,2,3,12-Jul-12,5,20:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BD20308,268170,666040,-4.108376,55.869486,97,2,1,1,13-Aug-12,2,18:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD20310,266660,665640,-4.132292,55.865479,97,3,2,1,08-Oct-12,2,17:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297BD20401,268660,667340,-4.101182,55.881292,97,3,1,1,06-Jan-12,6,08:10:00,926,S12000043,4,806,6,60,3,4,6,0,0,0,1,8,4,0,0,2,1,
201297BD20404,264230,664890,-4.170716,55.858066,97,2,2,1,08-Apr-12,1,22:03:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,2,
201297BD20407,267980,664320,-4.110572,55.85399,97,3,1,1,16-Jul-12,2,19:45:00,926,S12000043,3,8,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD20410,265170,665340,-4.155934,55.86237,97,2,1,1,11-Jan-12,4,14:45:00,926,S12000043,3,8,3,40,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297BD20412,268520,667310,-4.103404,55.880985,97,2,1,1,10-Dec-12,2,15:10:00,926,S12000043,4,806,6,60,0,-1,-1,0,0,0,1,1,4,0,0,2,1,
201297BD20607,265740,665350,-4.146838,55.862619,97,3,2,1,17-Jul-12,3,13:10:00,926,S12000043,3,8,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD20608,264480,666680,-4.167621,55.874208,97,3,3,5,16-Aug-12,5,09:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD20610,267190,665970,-4.123991,55.868588,97,3,2,1,21-Oct-12,1,17:15:00,926,S12000043,6,0,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,
201297BD20611,267140,666380,-4.124991,55.872256,97,2,1,1,08-Nov-12,5,08:20:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,
201297BD20701,265080,666220,-4.157809,55.870246,97,3,2,1,08-Jan-12,1,14:50:00,926,S12000043,4,765,7,30,5,2,1,8,0,0,1,1,2,0,0,1,1,
201297BD20703,264410,667600,-4.169199,55.882449,97,3,2,1,17-Mar-12,7,19:45:00,926,S12000043,3,80,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297BD20704,268740,665960,-4.099235,55.868923,97,3,2,1,13-Apr-12,6,12:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD20707,266550,666410,-4.134428,55.872362,97,2,1,1,19-Jul-12,5,20:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,2,2,0,0,2,1,
201297BD20807,267070,664770,-4.125319,55.85778,97,3,2,1,24-Jul-12,3,10:25:00,926,S12000043,6,0,3,40,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD20808,264720,667710,-4.164302,55.883524,97,3,2,2,26-Aug-12,1,15:15:00,926,S12000043,6,0,6,30,6,2,3,80,0,4,1,1,1,0,0,1,2,
201297BD20811,267860,665930,-4.113273,55.868413,97,3,1,1,09-Nov-12,6,17:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,
201297BD20908,266720,665680,-4.131354,55.865854,97,3,2,1,26-Aug-12,1,17:03:00,926,S12000043,6,0,3,30,6,2,6,0,0,5,1,1,1,0,0,1,2,
201297BD20911,266850,664730,-4.128812,55.85736,97,3,2,1,10-Nov-12,7,22:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297BD21001,265000,666340,-4.159146,55.871302,97,3,2,1,15-Jan-12,1,16:45:00,926,S12000043,4,765,3,30,7,2,4,806,0,5,4,1,2,0,0,1,1,
201297BD21008,268580,665990,-4.101805,55.869149,97,3,1,1,27-Aug-12,2,15:05:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,5,2,0,0,1,1,
201297BD21101,265230,665360,-4.154986,55.862567,97,3,2,2,16-Jan-12,2,11:40:00,926,S12000043,4,765,6,30,7,2,3,8,0,0,1,1,2,0,0,1,1,
201297BD21103,265840,665280,-4.145207,55.862019,97,3,2,2,27-Mar-12,3,10:20:00,926,S12000043,3,8,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD21106,265210,665340,-4.155295,55.862382,97,3,2,2,20-Jun-12,4,06:45:00,926,S12000043,3,8,3,30,7,2,4,765,0,5,1,1,1,0,0,1,1,
201297BD21201,264920,664490,-4.159502,55.854669,97,3,1,1,18-Jan-12,4,19:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,
201297BD21211,269130,664150,-4.092133,55.852777,97,3,2,1,29-Nov-12,5,08:20:00,926,S12000043,3,8,1,30,1,4,3,8,0,0,1,1,4,0,0,2,1,
201297BD21301,266790,665440,-4.130118,55.863719,97,2,2,1,19-Jan-12,5,16:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297BD21302,269200,664500,-4.091185,55.855939,97,3,1,1,14-Feb-12,3,16:30:00,926,S12000043,3,89,3,40,0,-1,-1,0,0,0,1,1,1,0,2,1,1,
201297BD21306,266790,665760,-4.130276,55.866592,97,3,3,5,23-Jun-12,7,14:00:00,926,S12000043,1,8,3,70,5,4,1,8,0,0,1,1,1,0,0,1,1,
201297BD21412,267730,665970,-4.115368,55.868737,97,2,1,1,24-Dec-12,2,12:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
201297BD21506,265180,666050,-4.156128,55.868748,97,3,2,1,30-Jun-12,7,12:00:00,926,S12000043,1,8,3,70,7,2,4,765,0,4,1,2,2,0,0,1,1,
201297BD21606,269230,664270,-4.090595,55.853882,97,3,2,1,29-Jun-12,6,14:45:00,926,S12000043,3,8,3,50,1,4,1,8,0,0,1,2,2,0,0,2,1,
201297BD21611,265340,665540,-4.153319,55.864214,97,3,2,1,30-Nov-12,6,13:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,9,4,0,0,1,1,
201297BD21701,267190,665970,-4.123991,55.868588,97,3,2,2,25-Jan-12,4,17:00:00,926,S12000043,6,0,3,30,6,2,6,0,1,5,4,5,2,0,0,1,1,
201297BD21804,265000,664490,-4.158225,55.854691,97,3,2,1,26-Apr-12,5,16:45:00,926,S12000043,6,0,6,30,1,4,6,0,0,0,1,1,1,0,0,1,2,
201297BD21812,266590,666430,-4.133799,55.872553,97,3,2,2,31-Dec-12,2,13:30:00,926,S12000043,6,0,1,20,1,4,6,0,0,0,1,2,2,0,0,2,2,
201297BD22201,265170,664640,-4.155586,55.856085,97,3,2,1,28-Jan-12,7,21:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,4,0,0,1,1,
201297BD22204,265000,666340,-4.159146,55.871302,97,3,2,3,30-Apr-12,2,07:05:00,926,S12000043,6,0,3,30,3,2,6,0,0,5,1,1,1,0,0,1,2,
201297BD70105,267060,664770,-4.125479,55.857778,97,3,2,1,04-May-12,6,17:55:00,926,S12000043,3,8,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD70106,266710,665790,-4.131568,55.866839,97,3,1,6,16-Jun-12,7,01:55:00,926,S12000043,1,8,7,70,5,4,1,8,0,0,4,5,2,2,0,1,1,
201297BD70107,263530,666610,-4.182757,55.873312,97,3,1,1,11-Jul-12,4,11:30:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297BD70108,264000,666130,-4.17501,55.869135,97,3,2,1,08-Aug-12,4,17:27:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD70110,264890,662300,-4.15889,55.834997,97,3,4,1,04-Oct-12,5,16:00:00,926,S12000043,1,74,7,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD70111,269130,664230,-4.092172,55.853495,97,3,2,1,12-Nov-12,2,18:40:00,926,S12000043,3,8,1,70,1,4,1,73,0,0,4,1,2,0,0,2,1,
201297BD70201,269120,663910,-4.092177,55.850619,97,2,1,1,16-Jan-12,2,02:23:00,926,S12000043,1,73,7,70,0,-1,-1,0,0,0,4,1,4,0,0,2,1,
201297BD70205,266630,665850,-4.132875,55.867356,97,3,2,1,04-May-12,6,14:35:00,926,S12000043,1,8,3,70,5,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD70206,266780,665760,-4.130435,55.866589,97,3,4,2,17-Jun-12,1,14:00:00,926,S12000043,1,8,3,70,5,3,1,8,0,0,1,1,1,0,0,1,1,
201297BD70208,269170,664080,-4.091461,55.852159,97,3,2,1,08-Aug-12,4,09:35:00,926,S12000043,3,8,1,40,1,4,1,73,0,0,1,1,1,0,0,2,1,
201297BD70211,268330,665050,-4.10534,55.86064,97,3,1,1,17-Nov-12,7,17:00:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,4,2,2,0,0,1,2,
201297BD70302,269050,664250,-4.093458,55.853653,97,3,1,1,17-Feb-12,6,09:25:00,926,S12000043,1,73,7,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
201297BD70303,267170,665490,-4.124076,55.864273,97,3,2,2,05-Mar-12,2,08:05:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD70305,268970,664430,-4.094822,55.855248,97,3,2,2,10-May-12,5,14:25:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201297BD70306,269120,664230,-4.092331,55.853493,97,3,2,1,30-Jun-12,7,14:55:00,926,S12000043,3,8,3,70,1,4,6,0,0,0,1,1,2,0,0,2,1,
201297BD70307,266710,664440,-4.130904,55.854718,97,3,1,1,27-Jul-12,6,20:05:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BD70309,267300,662300,-4.120439,55.835666,97,3,3,2,12-Sep-12,4,17:00:00,926,S12000043,1,74,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BD70310,269140,664420,-4.092104,55.855204,97,3,2,1,22-Oct-12,2,13:00:00,926,S12000043,1,8,3,70,5,4,3,89,0,0,1,1,1,0,0,1,1,
201297BD70402,264990,666080,-4.159177,55.868964,97,3,1,1,28-Feb-12,3,20:45:00,926,S12000043,1,8,3,70,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
