Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201297AC01310,257160,665950,-4.284132,55.86554,97,3,2,1,18-Oct-12,5,21:10:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,
201297AC01311,257990,664960,-4.270361,55.856897,97,2,2,1,19-Nov-12,2,16:30:00,926,S12000043,3,814,6,30,3,2,3,804,0,5,4,4,2,0,0,1,1,
201297AC01402,258190,666410,-4.267928,55.869974,97,3,2,1,20-Feb-12,2,18:20:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,5,2,0,0,1,1,
201297AC01403,256290,665760,-4.297921,55.863575,97,3,2,1,19-Mar-12,2,19:45:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297AC01407,257040,665520,-4.285821,55.861644,97,3,1,2,23-Jul-12,2,19:05:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297AC01410,257990,665280,-4.270529,55.85977,97,3,2,1,30-Oct-12,3,14:00:00,926,S12000043,3,814,6,30,3,2,3,804,0,0,1,1,2,0,0,1,2,
201297AC01711,258330,665300,-4.265112,55.860049,97,3,2,3,12-Nov-12,2,18:20:00,926,S12000043,6,0,6,30,6,3,6,0,0,0,7,2,2,4,0,1,2,
201297AC01804,257960,666060,-4.271417,55.866764,97,3,2,1,17-Apr-12,3,18:30:00,926,S12000043,1,8,3,60,0,-1,-1,0,0,0,1,1,2,0,3,1,2,
201297AC01901,258050,665320,-4.269592,55.860146,97,3,1,1,25-Jan-12,4,19:30:00,926,S12000043,3,814,2,30,5,4,6,0,2,4,4,5,2,0,0,1,1,
201297AC01912,256740,666170,-4.290953,55.86739,97,3,2,1,27-Dec-12,5,18:20:00,926,S12000043,6,0,6,30,9,2,6,0,0,5,4,2,2,0,0,1,1,
201297AC02001,257940,665170,-4.27127,55.858767,97,3,2,1,26-Jan-12,5,17:45:00,926,S12000043,6,0,6,30,9,4,-1,-1,0,0,4,2,2,0,0,1,1,
201297AC02203,256750,666160,-4.290789,55.867303,97,3,2,1,31-Mar-12,7,13:30:00,926,S12000043,6,0,6,30,7,4,6,0,0,4,1,1,1,0,0,1,2,
201297AC02207,258670,665750,-4.259919,55.864189,97,3,2,2,26-Jul-12,5,23:10:00,926,S12000043,6,0,2,30,3,4,6,0,0,4,4,1,1,0,0,1,1,
201297AC02311,258350,665380,-4.264834,55.860773,97,3,2,1,19-Nov-12,2,19:00:00,926,S12000043,6,0,2,30,6,2,6,0,0,5,4,1,2,4,0,1,1,
201297AC02402,258380,665920,-4.264638,55.86563,97,2,1,1,19-Feb-12,1,00:05:00,926,S12000043,6,0,2,30,9,4,6,0,0,0,4,9,2,0,0,1,2,
201297AC02502,258510,665540,-4.262364,55.862257,97,3,2,1,06-Feb-12,2,15:50:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC02504,258430,665740,-4.263745,55.864029,97,3,2,1,19-Apr-12,5,14:55:00,926,S12000043,6,0,3,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297AC03112,257990,664870,-4.270314,55.856089,97,3,2,1,21-Dec-12,6,15:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,9,2,0,0,1,2,
201297AC05308,257130,665880,-4.284574,55.864902,97,3,2,1,31-Aug-12,6,17:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC70106,258010,666200,-4.270692,55.868035,97,3,4,1,01-Jun-12,6,13:10:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC70109,258270,666350,-4.266619,55.869459,97,2,1,1,07-Sep-12,6,20:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297AC70110,257970,665910,-4.271178,55.86542,97,3,2,1,01-Oct-12,2,16:35:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC70204,258040,666200,-4.270213,55.868044,97,3,3,2,03-Apr-12,3,16:45:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297AC70207,258160,666290,-4.268344,55.868887,97,3,2,1,03-Jul-12,3,10:00:00,926,S12000043,1,8,7,70,5,4,1,8,0,0,1,1,2,0,0,1,1,
201297AC70210,258330,666390,-4.265682,55.869835,97,3,4,1,03-Oct-12,4,07:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC70211,257990,665850,-4.270828,55.864887,97,3,2,1,28-Nov-12,4,18:15:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297AC70301,258010,665520,-4.270335,55.86193,97,3,2,1,10-Jan-12,3,17:00:00,926,S12000043,1,8,3,50,5,4,6,0,0,0,4,2,2,0,0,1,1,
201297AC70306,258430,666370,-4.264074,55.869685,97,3,2,3,16-Jun-12,7,22:15:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297AC70307,258150,666300,-4.268509,55.868974,97,3,1,1,10-Jul-12,3,21:45:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297AC70310,258000,665040,-4.270244,55.857618,97,3,3,1,10-Oct-12,4,09:30:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC70401,258210,666350,-4.267577,55.869441,97,3,1,2,17-Jan-12,3,09:55:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC70405,257950,665960,-4.271524,55.865863,97,2,4,2,24-May-12,5,18:50:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297AC70406,257960,665970,-4.27137,55.865956,97,3,3,3,17-Jun-12,1,18:40:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC70407,258110,666270,-4.269132,55.868693,97,3,1,1,11-Jul-12,4,06:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297AC70408,258020,665570,-4.270202,55.862382,97,3,4,2,13-Aug-12,2,08:40:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297AC70501,257980,666140,-4.271139,55.867488,97,3,1,1,21-Jan-12,7,22:40:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297AC70502,258000,665380,-4.270422,55.86067,97,3,5,3,15-Feb-12,4,17:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC70505,258040,665290,-4.269736,55.859874,97,3,4,2,26-May-12,7,12:50:00,926,S12000043,1,8,7,50,5,4,6,0,0,0,1,1,1,0,0,1,1,
201297AC70508,257950,666040,-4.271566,55.866581,97,3,2,1,28-Aug-12,3,10:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC70510,258000,665130,-4.270291,55.858426,97,3,1,1,16-Oct-12,3,20:50:00,926,S12000043,1,8,3,50,5,4,3,814,0,0,4,1,1,0,0,1,1,
201297AC70604,258000,664840,-4.270139,55.855822,97,3,3,1,19-Apr-12,5,16:45:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC70607,258500,666410,-4.262978,55.870065,97,3,2,1,28-Jul-12,7,10:15:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AC70608,258010,665500,-4.270325,55.861751,97,3,2,1,30-Aug-12,5,08:00:00,926,S12000043,1,8,7,70,5,4,6,0,0,0,1,1,1,0,0,1,1,
201297AC70709,256360,665700,-4.296772,55.863057,97,3,2,1,24-Sep-12,2,20:25:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297AC70809,258380,666350,-4.264862,55.869491,97,2,1,1,20-Sep-12,5,01:20:00,926,S12000043,1,8,7,50,5,4,3,82,0,0,4,1,1,4,0,1,1,
201297AC70904,256500,665960,-4.294674,55.865433,97,3,2,1,20-Apr-12,6,20:14:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297AC70909,257930,665330,-4.271513,55.860201,97,3,3,1,26-Sep-12,4,09:10:00,926,S12000043,1,8,7,50,5,4,3,814,0,0,1,1,2,0,0,1,1,
201297AD00102,254220,668020,-4.332183,55.883243,97,3,2,1,01-Feb-12,4,09:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD00106,255820,666820,-4.305988,55.872951,97,3,2,1,01-Jun-12,6,22:35:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,
201297AD00107,253420,667330,-4.344588,55.876806,97,3,2,1,07-Jul-12,7,19:50:00,926,S12000043,3,814,1,30,1,4,6,0,0,0,1,2,2,0,0,1,2,
201297AD00109,256450,666840,-4.295939,55.873319,97,3,2,2,05-Sep-12,4,18:50:00,926,S12000043,4,808,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD00110,253370,667060,-4.34524,55.874366,97,2,2,1,01-Oct-12,2,07:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,8,2,0,0,1,1,
201297AD00111,256410,666790,-4.296551,55.872858,97,3,1,1,01-Nov-12,5,13:15:00,926,S12000043,6,0,6,30,3,4,4,808,0,0,1,1,1,0,0,1,1,
201297AD00202,253790,667060,-4.338533,55.874494,97,3,2,1,01-Feb-12,4,09:00:00,926,S12000043,6,0,3,30,6,4,6,0,0,0,1,1,1,0,0,1,2,
201297AD00207,254210,666410,-4.331476,55.868786,97,3,2,1,04-Jul-12,4,21:26:00,926,S12000043,3,730,6,30,0,-1,-1,0,0,0,1,2,2,4,0,2,1,
201297AD00208,254050,667580,-4.334662,55.879241,97,3,2,2,06-Aug-12,2,10:50:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD00301,254980,667160,-4.319584,55.875752,97,3,2,2,04-Jan-12,4,11:15:00,926,S12000043,6,0,6,30,3,2,6,0,0,0,1,2,2,0,0,1,1,
201297AD00304,254920,666590,-4.320237,55.870616,97,3,2,1,04-Apr-12,4,08:30:00,926,S12000043,6,0,7,30,5,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD00305,255700,666590,-4.307782,55.87085,97,3,1,1,05-May-12,7,21:45:00,926,S12000043,6,0,3,30,7,4,6,0,0,5,4,1,1,0,0,1,1,
201297AD00309,253930,667700,-4.336643,55.880282,97,3,3,1,03-Sep-12,2,14:00:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AD00404,255400,666600,-4.312578,55.87085,97,3,1,2,04-Apr-12,4,18:35:00,926,S12000043,6,0,3,30,6,2,6,0,0,5,1,1,1,0,0,1,1,
201297AD00406,254550,667400,-4.326579,55.877777,97,3,2,2,05-Jun-12,3,13:00:00,926,S12000043,3,739,6,40,6,2,6,0,0,0,1,1,1,0,0,1,1,
201297AD00412,254650,668460,-4.325552,55.887323,97,3,3,3,03-Dec-12,2,16:55:00,926,S12000043,3,739,3,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297AD00502,255150,666630,-4.316585,55.871044,97,3,1,1,04-Feb-12,7,15:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
201297AD00603,255460,666340,-4.311481,55.868534,97,3,1,1,05-Mar-12,2,05:20:00,926,S12000043,3,814,7,30,5,4,6,0,0,0,4,1,1,0,0,1,1,
201297AD00604,257580,666900,-4.277925,55.874193,97,3,2,1,05-Apr-12,5,08:30:00,926,S12000043,3,82,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,
201297AD00607,256350,666490,-4.29735,55.870147,97,3,2,1,15-Jul-12,1,21:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297AD00611,255610,668120,-4.310035,55.884559,97,3,2,2,05-Nov-12,2,09:00:00,926,S12000043,3,82,3,30,6,2,6,0,0,0,1,1,2,0,0,1,1,
201297AD00705,255500,666590,-4.310975,55.87079,97,1,1,1,09-May-12,4,14:40:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD00710,254770,666540,-4.322605,55.870122,97,3,2,1,02-Oct-12,3,19:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,5,1,2,0,0,1,1,
201297AD00711,254830,666630,-4.321695,55.870948,97,3,1,1,06-Nov-12,3,09:00:00,926,S12000043,3,814,3,30,1,4,6,0,0,0,1,1,2,0,0,1,1,
201297AD00804,255050,666590,-4.318161,55.870655,97,3,1,1,05-Apr-12,5,14:00:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297AD00810,257930,667040,-4.27241,55.875553,97,3,2,1,03-Oct-12,4,15:30:00,926,S12000043,6,0,1,30,1,4,6,0,0,0,1,2,2,0,0,1,1,
201297AD00903,253610,667160,-4.341462,55.875337,97,3,2,1,07-Mar-12,4,16:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,
201297AD00908,258620,666440,-4.261077,55.870369,97,3,2,1,11-Aug-12,7,16:40:00,926,S12000043,3,804,3,30,3,2,3,81,0,0,1,1,1,0,0,1,1,
201297AD01006,255100,666590,-4.317362,55.87067,97,3,1,1,07-Jun-12,5,15:50:00,926,S12000043,3,814,3,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297AD01007,256100,666720,-4.301464,55.872137,97,3,1,1,17-Jul-12,3,19:10:00,926,S12000043,6,0,6,30,3,1,6,0,0,0,1,1,1,0,0,1,1,
201297AD01111,256710,667230,-4.291993,55.876898,97,2,2,1,08-Nov-12,5,16:00:00,926,S12000043,4,808,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD01112,254810,668670,-4.323108,55.889257,97,3,2,1,07-Dec-12,6,16:00:00,926,S12000043,3,82,6,30,3,4,6,0,2,4,4,1,2,0,0,1,2,
201297AD01206,255100,668470,-4.318369,55.887548,97,3,3,1,05-Jun-12,3,17:10:00,926,S12000043,3,82,3,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297AD01208,254320,667030,-4.330054,55.874385,97,3,1,1,12-Aug-12,1,18:05:00,926,S12000043,3,814,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AD01210,257490,666950,-4.279389,55.874615,97,3,1,1,02-Oct-12,3,22:45:00,926,S12000043,3,82,6,30,3,2,6,0,0,4,4,2,2,1,0,1,2,
201297AD01302,258130,666570,-4.268969,55.871393,97,3,2,1,09-Feb-12,5,01:30:00,926,S12000043,3,804,6,30,3,4,3,82,0,0,4,1,1,0,0,1,1,
201297AD01311,256010,667880,-4.303518,55.882524,97,2,1,1,10-Nov-12,7,17:05:00,926,S12000043,3,82,6,30,6,2,6,0,0,5,4,1,2,0,0,1,1,
201297AD01401,258110,666460,-4.269231,55.870399,97,3,1,1,06-Jan-12,6,16:45:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,
201297AD01411,258070,667030,-4.270169,55.875505,97,3,1,1,08-Nov-12,5,15:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297AD01601,254160,668380,-4.333336,55.886457,97,2,4,1,11-Jan-12,4,22:10:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,
201297AD01603,257980,666130,-4.271134,55.867398,97,3,1,1,17-Mar-12,7,02:40:00,926,S12000043,3,804,3,30,6,2,6,0,0,0,4,1,1,0,0,1,1,
201297AD01610,254660,666980,-4.324597,55.874039,97,3,2,1,07-Oct-12,1,13:35:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD01704,258290,666670,-4.266467,55.872337,97,2,1,1,13-Apr-12,6,17:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,
201297AD01710,255390,666640,-4.312759,55.871206,97,3,2,2,05-Oct-12,6,12:20:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD01803,254610,667720,-4.325793,55.880667,97,2,1,1,17-Mar-12,7,13:25:00,926,S12000043,3,739,3,40,6,2,6,0,0,5,1,1,1,5,0,1,1,
201297AD01811,257100,667180,-4.285738,55.876565,97,2,2,1,12-Nov-12,2,14:43:00,926,S12000043,6,0,6,30,0,-1,-1,0,2,4,1,2,2,0,0,1,2,
201297AD01901,256630,667100,-4.293202,55.875707,97,3,2,1,17-Jan-12,3,08:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,
201297AD01908,254800,666580,-4.322147,55.87049,97,3,2,1,17-Aug-12,6,07:30:00,926,S12000043,6,0,3,30,3,4,6,0,0,0,1,5,2,0,0,1,1,
201297AD02005,256450,666850,-4.295944,55.873409,97,3,2,1,24-May-12,5,11:55:00,926,S12000043,4,808,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AD02006,254590,666760,-4.325597,55.872043,97,3,2,1,18-Jun-12,2,16:45:00,926,S12000043,3,814,6,30,1,4,6,0,0,0,1,1,1,0,0,1,2,
201297AD02012,254460,667170,-4.327893,55.875684,97,3,2,1,14-Dec-12,6,16:30:00,926,S12000043,3,739,3,40,5,4,3,814,0,0,4,2,2,0,0,1,1,
201297AD02101,258010,667100,-4.271164,55.876115,97,2,2,1,16-Jan-12,2,19:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,
201297AD02102,255220,666590,-4.315446,55.870706,97,3,2,1,11-Feb-12,7,15:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297AD02107,254620,667320,-4.325419,55.877079,97,3,1,1,06-Jul-12,6,23:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297AD02208,256010,666570,-4.302821,55.870764,97,3,2,2,17-Aug-12,6,19:32:00,926,S12000043,6,0,6,30,7,4,6,0,0,4,1,1,1,0,0,1,2,
201297AD02209,258130,666560,-4.268964,55.871303,97,3,2,2,16-Sep-12,1,12:55:00,926,S12000043,3,82,6,30,6,4,3,81,0,4,1,2,2,0,0,1,1,
201297AD02211,257210,667120,-4.28395,55.876059,97,3,1,1,15-Nov-12,5,22:10:00,926,S12000043,3,82,3,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297AD02302,253470,667340,-4.343795,55.876911,97,2,1,1,13-Feb-12,2,17:20:00,926,S12000043,3,814,3,30,1,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD02305,256010,666580,-4.302827,55.870853,97,3,1,1,25-May-12,6,19:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297AD02306,253570,668640,-4.342901,55.888612,97,3,2,2,22-Jun-12,6,18:38:00,926,S12000043,6,0,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD02311,254560,666760,-4.326076,55.872034,97,3,2,2,13-Nov-12,3,16:20:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,4,2,2,0,0,1,2,
201297AD02407,256320,666970,-4.298084,55.874447,97,3,2,1,30-Jul-12,2,17:40:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD02409,256680,666250,-4.291954,55.86809,97,3,1,1,18-Sep-12,3,08:20:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,
201297AD02410,258560,666890,-4.26227,55.874392,97,3,1,1,11-Oct-12,5,20:25:00,926,S12000043,6,0,6,30,6,2,3,81,0,4,4,2,2,0,0,1,1,
201297AD02501,257350,667060,-4.281683,55.875561,97,3,1,1,14-Jan-12,7,02:50:00,926,S12000043,3,82,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,
201297AD02506,258030,666620,-4.270593,55.871812,97,3,1,1,24-Jun-12,1,00:50:00,926,S12000043,3,82,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297AD02510,256530,666970,-4.29473,55.87451,97,3,1,1,15-Oct-12,2,12:20:00,926,S12000043,4,808,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,
201297AD02601,258130,666550,-4.268959,55.871213,97,3,2,1,10-Jan-12,3,17:30:00,926,S12000043,3,804,6,30,3,4,6,0,0,0,4,9,2,0,0,1,2,
201297AD02604,253990,668610,-4.336175,55.88847,97,2,2,1,17-Apr-12,3,16:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AD02605,254310,666630,-4.329998,55.870791,97,3,3,1,27-May-12,1,15:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AD02606,253560,667190,-4.342276,55.875591,97,3,1,1,26-Jun-12,3,09:05:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AD02610,258400,666400,-4.264569,55.869946,97,3,2,1,16-Oct-12,3,18:10:00,926,S12000043,6,0,9,30,6,2,6,0,0,5,4,1,2,0,0,1,1,
201297AD02611,254770,666540,-4.322605,55.870122,97,3,2,1,19-Nov-12,2,10:35:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,5,2,0,0,1,1,
201297AD02701,254100,667090,-4.333599,55.874857,97,3,1,2,22-Jan-12,1,01:00:00,926,S12000043,3,814,3,40,0,-1,-1,0,0,0,4,5,2,0,0,1,1,
201297AD02712,256050,666720,-4.302262,55.872122,97,2,1,1,24-Dec-12,2,23:08:00,926,S12000043,6,0,6,30,6,4,6,0,0,4,4,1,2,0,0,1,1,
201297AD02803,254970,667970,-4.320177,55.88302,97,3,2,1,28-Mar-12,4,22:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,
201297AD02804,255260,666600,-4.314813,55.870808,97,2,2,1,19-Apr-12,5,15:20:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD02808,254820,668710,-4.32297,55.889619,97,3,2,1,22-Aug-12,4,20:50:00,926,S12000043,3,739,3,30,7,2,3,82,0,5,1,2,2,0,0,1,1,
201297AD02811,256850,665590,-4.288891,55.862216,97,3,1,1,19-Nov-12,2,11:30:00,926,S12000043,3,814,3,50,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297AD02909,256930,666200,-4.287936,55.867716,97,2,1,1,21-Sep-12,6,20:20:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,
201297AD03004,254220,668020,-4.332183,55.883243,97,3,2,1,19-Apr-12,5,14:55:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,
201297AD03005,256780,667300,-4.290912,55.877547,97,3,2,1,07-May-12,2,12:10:00,926,S12000043,4,808,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,
201297AD03006,254250,666550,-4.330913,55.870055,97,3,2,1,28-Jun-12,5,08:00:00,926,S12000043,3,739,3,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
201297AD03009,256510,666900,-4.295012,55.873875,97,2,2,1,20-Sep-12,5,17:45:00,926,S12000043,6,0,6,30,6,2,4,808,0,5,1,2,2,0,0,1,2,
201297AD03012,254920,668580,-4.321303,55.888482,97,3,2,1,28-Dec-12,6,16:35:00,926,S12000043,3,82,3,30,6,2,6,0,0,5,4,5,2,0,0,1,1,
201297AD03112,254710,668750,-4.324749,55.889945,97,3,1,1,30-Dec-12,1,16:45:00,926,S12000043,3,82,3,30,0,-1,-1,0,0,4,4,2,2,0,0,1,2,
201297AD03204,254770,667450,-4.323093,55.878292,97,3,2,1,21-Apr-12,7,13:00:00,926,S12000043,6,0,6,30,9,4,6,0,2,4,1,1,2,0,0,1,2,
201297AD03208,255350,666780,-4.313472,55.872451,97,3,2,1,21-Aug-12,3,22:00:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,2,
201297AD03211,257130,666660,-4.284985,55.871905,97,3,2,1,21-Nov-12,4,15:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,
201297AD03212,254520,666800,-4.326736,55.872381,97,3,1,1,30-Dec-12,1,21:45:00,926,S12000043,3,814,7,50,5,4,3,739,0,0,4,5,2,5,0,1,1,
201297AD03309,256680,667190,-4.292451,55.87653,97,3,1,1,25-Sep-12,3,14:55:00,926,S12000043,4,808,6,30,3,4,6,0,0,4,1,4,1,0,0,1,1,
201297AD03311,258300,666500,-4.266218,55.870814,97,3,2,1,21-Nov-12,4,13:35:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,
201297AD03410,255510,666590,-4.310816,55.870793,97,3,1,1,21-Oct-12,1,15:55:00,926,S12000043,6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,2,
201297AD03510,256290,666500,-4.298313,55.870219,97,2,1,1,22-Oct-12,2,08:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AD03511,254230,666410,-4.331157,55.868792,97,3,2,2,23-Nov-12,6,22:40:00,926,S12000043,3,739,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,
201297AD03610,257980,666170,-4.271155,55.867757,97,3,1,1,19-Oct-12,6,08:30:00,926,S12000043,3,804,2,30,9,4,3,804,0,5,1,2,2,0,0,1,2,
201297AD03706,255470,667360,-4.311865,55.877694,97,3,4,1,30-Jun-12,7,01:45:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,
201297AD03801,254530,666800,-4.326577,55.872384,97,3,2,1,27-Jan-12,6,13:30:00,926,S12000043,3,814,3,50,5,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD03806,253750,667080,-4.339183,55.874661,97,3,2,1,30-Jun-12,7,18:45:00,926,S12000043,6,0,6,30,9,4,-1,-1,0,0,1,1,1,0,0,1,1,
201297AD03811,256460,666470,-4.295583,55.87,97,3,2,1,26-Nov-12,2,16:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,
201297AD03902,254760,666610,-4.322802,55.870748,97,3,2,1,24-Feb-12,6,17:55:00,926,S12000043,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,
201297AD03904,254590,667760,-4.326134,55.881021,97,3,2,1,28-Apr-12,7,13:00:00,926,S12000043,3,739,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297AD03911,257150,666920,-4.284803,55.874245,97,3,1,1,27-Nov-12,3,16:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
